class,id,text
notsarc,442,[quote=aussieseek.com] so to all the posters here i ask the question. why are you in favour of people with mental problems owning guns.? [quote] that is one heck of an assertion for a newbie. why do you assume we are in favor of that? i do not see anyone saying that. ef
notsarc,443,"so if you were starving to death would you steal a loaf of bread? morals depend on the situation you are in. if teachers were to teach them, they would not be taught as such. teachers would say 'don't steal', but they won't say 'don't steal unless you need to do so to survive, or need to save another's life, or....' morals would be taught as absolute rules, rather than relative ones. this is the problem with teaching them. my personal stance on morals is basically that others should be treated with respect and how you would want to be treated by them. but i would not necessarily extent this respect to someone who i knew had acted immorally. we are actually debating whether it is morally right for teachers to teach morals :)"
notsarc,444,"what did sanger say specifically that leads you to this conclusion? the preceding is from wikipedia. now, perchance, does 'cleaner' possibly mean having been exposed to enough medical information to be aware of veneral diseases so as to know how to avoid them? do you have an aversion to accurate information about stds being available?"
notsarc,445,"based on what? you admit there were 800,000 abortions performed in 1973 but yet if you dared to check the fertility rate between 1972 to 1973 it is nearly static; meaning there were just as many people giving birth before and after roe. surely, 800,000 potential births being aborted would have cut the fertility rate sharpely but it didn't.  you don't have to be a rocket-scientist to speculate what this means; that just as many women were having abortions between 1972 - 1973 and roe v wade only changed who was performing these abortions...not whether people were having them or not."
notsarc,446,"have you ever had strawberries? blueberries? raspberries? oranges? grapefruits? i can't name quite as many vegetables that i think are good, but you get the point. there are many fruits that at least in my opinion beat the junk food in cafeterias any day. how about some real meat? you like cheese? you like ham? turkey? roast beef? salami? i'm sure i'm missing some but you can make a very good sandwhich with any of these. along with this i don't think it would hurt much to have something like a candy bar as well. i usually have: ham and cheese sandwhich, muffin, a fruit, a vegetable, crackers or something like that, a desert of some kind (candy bar, cookies, etc.). still tastes good, but it is a lot healthier than the school lunches (and in my opinion tastes better too)."
notsarc,447,"there is plenty of evidence on what kind of marriage the clintons have. i am not making this up out of whole cloth, i am referring to the jr. senator's own words in her memoir 'living history': hillary rodham clinton felt 'dumbfounded, heartbroken and outraged' when she learned of the affair and said that she could 'hardly breathe' when she learned the rumors of the affair were true. 'gulping for air, i started crying and yelling at him: 'what do you mean? why did you lie to me?' mrs clinton writes.  doesn't sound like such a swingin good time ey what? but don't take my word for it, go down to the library and read pg 502.  i stand by my previous thesis."
notsarc,448,how exactly is terrorism not a criminal act? i don't see what you're getting at.
notsarc,449,"here's the thing about stem cell research... how would stem cell research go against the christian faith. does it go against christ to heal the sick? medicnes could improve greatly with the use of stem cell research. i'll quicky mention 2 people (1 still alive and one dead) who could have (or could be) greatly healed with stem cell research. for one, christerpher reeves could have still been alive if stem cell research could have been done. michael j. fox (and others with parkingson's (sp?) disease) could be greatly helped with the use of stem cell research. oh, and one other thing. bush has no family values. not just tearing apart gay families but also straight families. he sends husbands/fathers, wives/mother's, sons and daughters over to fight a war that we have no business in being in anyway."
notsarc,450,did you read the artical? to show our children that they are no different then any other.
notsarc,451,"perhaps. but which would you rather have: promiscuity without protection or with? the distinction can matter, so if there is going to be promiscuity going on, i for one would perfer to see it be safe-sex, as much as possible. but even better would be if a person not being promiscuous at all, imo anyway."
notsarc,452,"if the distinction matters, then what is your point about promiscuity, exactly? misinformation msleads people into thinking that if the significantly curtail the number of partners they have sex with, that they would eliminate the chance of contracting disease. that is not true. it just takes one time with an infected person. protection is what people should be arguing. it would be much better if people were upfront about sex and sexuality, upfront about their hiv status, and used protection at all times during sex."
notsarc,453,"well, if one must make a choice, then let's make the question more pertinent to this discussion. from a public health perspective regarding aids, which would be better: all sex outside a momogamous relationship between tested individual protected, whether promiscuous or not or only promiscuous sex protected and non-promiscuous sex unprotected? (leaving aside a common definition of 'promiscuous' -- you use your mysterious definition, i'll use mine.) i'd vote for the former. you? well, if you want gay people to be less promiscuous (still without a determined definition), support our full integration into the larger culture and stop calling us immoral. in the long run, we'll end up acting just as randy -- or not -- as anyone else."
notsarc,454,"is this what jpsartre meant? at any rate, to say that there were large numbers of gay men, being infected in the u.s., is not saying there is a connection between aids or its spread and homosexuality in itself. there is a connection when there is active sexuality, gay or straight, and aids is a sexually transmitted disease. we actually don't know who patient zero was. what is the point of saying initially it affected much larger numbers of gay men, and fewer heterosexuals, to the best of our available knowledge? this is a disease, and unknowingly spreading it, no matter who you are, is not murder. the fact that much more transmission was initially occuring in a certain group, who had sex among that group, before that group knew it existed and what it was and how to prevent it; that would also not be murder."
notsarc,455,"i'm sorry, but i find this completely ridiculous and unfounded. i can see (remotely) how abortion might be considered anti-woman (although it is of course anti-life before being anything else), but how has christianity directly sanctioned the questions of women's suffrage, spousal abuse, property ownership, social status, etc.? by the way, do you consider fundamentalists to be the best representatives of a religion? i am catholic, and i believe i understand the dogmas and principles of my faith quite enougth to say that nothing of what you have mentioned (except abortion, because it has nothing to do with women's rights) are viewed positively by the catholic church, or ever have been. please explain with details."
notsarc,456,"we could make this a little contest i suppose and see who gets the most right. for the primary categories anyway. picture, acting, directing, writing, any others? also definitely say what you think will, and what you think should."
notsarc,457,"if i recall correctly, many of the fires were started at about the same time, so more than one person seems likely. and weren't they mostly black churches that have been targeted? i wouldn't discount racism as the motive."
notsarc,458,i prefer to just pop out the cards rather than fool with the cords. i keep a usb cord plugged in and handy right under my monitor. i'm thinking of getting one of those mini card readers and then i won't even have to hunt around for a usb port.  i'll have to check the one you mention above. i don't need a professional quality one but one that is easy to use and i can snap something that doesn't require me to get out the manual to figure out. is it easy to use? about how much would that cost me? my 3.1 is ok but not as clear as i would like.
notsarc,459,"how does making 'the woman's responsibility' solve anything? some women have irregular periods or take contraceptive pills (which sometimes fail) that stop them having periods. i agree it is not the norm, but it is hardly unheard of. there have been recorded cases of people not knowing until the birth."
notsarc,460,"thats how you make it a federal issue...or in this case a constitutional federal issue. what on earth are you quoting? we only have 7 articles in the us constitution. i never said heterosexual marriage is a protected right..in fact, i said the opposite. the right to marry is not a constitutional right. i don't know...i think maybe 'activist' is a bad word to use now....i think 'constituional revisionist' is a better fit. you haven't even quoted the us constitution where it says marriage is a protected right. i am not even in the majority...so i don't see what your arguement is. you are just another person trying to relate political parties to different ways to interupt the constitution. i talk the 'your personal views dont belong in judging' view. this doesn't follow a conservative nor a liberal viewpoint."
notsarc,461,why don't they just ask the teachers? that's what the teachers are there for after all. -wez
notsarc,462,"so you are asking how a gravitational field overcomes the intertia of a less massive object placed within said field? i don't know but your question kind of confused me: in this example the only reason the object is not moving is because you are exerting an opposing force to counter that which the warped space has induced on the object (gravity). all that has changed when the object is released is it can accelerate freely and we can observe the resulting notion. i see what you are getting at- the question could be rephrased as how is an object in a region of warped space constantly under an acceleration towards the centre of the gravitional field, the strength of which depends upon the size of the bodies and the distance separating the two?"
notsarc,463,"obviously you have that right, just as others have a right to vote to re-institute slavery. i'm not even talking about voting, i'm talking about this debate. why do you care if gays call their relationship marriage or not? if i don't know anything about you, please tell me how this does effect you (you imply that it does)."
notsarc,464,"could you clarify the italicized sentence for me, please? i don't understand if you are saying that the fetus takes priority or not. if so, why?thanks...monday morning fogginess."
notsarc,465,why not? people that support abortion hold the view that the woman is more important than the unborn. if you rank humans and force something upon a certain group in one case why wouldn't you approve of it in another? eugenics is just saying a certain group of citizens is below another...kinda like an unborn is below a female...and then saying 'we are going to make sure you don't reproduce and we will put you in this home'...with abortion you just kill the person. atleast sanger took her views to the only logical conclusion.
notsarc,466,if you want to use this arguement then you are assuming a right to free speech seperate from the 1st amendment. you are applying the first amendment but rather assuming 'free speech' is a right granted outside of the constitution. i believe our argument is dealing with applying the first amendment to the states. the case didn't deal with the first amendment at all. where did you get that idea from? it dealt with religion but that is about as close as it gets. ok? was there ever any doubt that the 1st amendment was incorporated since cantwell?
notsarc,467,"who is the 'anyone' you're referring to? how many people in this administration have access to the highest level of intelligence necessary to make this assertion? when the president of the united states tells the american people he is invading another country because he has irrefutable evidence that they possess wmd's, i for one, expected to find proof they existed. maybe they should have said, 'we really think they have wmd's in iraq, it will cost about a trillion dollars to look for them, is everyone ok with this?'"
notsarc,468,"what? i have a guess as to what you meanby this, but its worded very oddly."
notsarc,469,"why do so many lifers just skip right past the pregnancy as if it has no impact? i am not talking about parenting. i don't advocate forcing anyone to parent. ever. that is why i support safe haven laws, signing away of parental rights, etc. i am talking about pregnancy. only a woman can be pregnant and should have the ultimate say in whether or not she is. it is her body, not your's, not the state's, not the church's, and not the fetus'.  when it comes to pregnancy - you wish only to legislate the bodies/reproductive organs of women. i bet you would not advocate chemical castration for any male who is not yet ready to be a parent."
notsarc,470,listen if they can be nasty to me i can be equally nasty to them. what part of equailty do you not understand? equality one way or the other that is my over riding concern right and wrong are secondary.
notsarc,471,"not entirely sure whether you are agreeing with me or not:)  i also presume the reference to 'george' relates to the us president ?? if so then i'm afraid the one thing they have done is underestimate the terrorists and, then, in a way realising that, have gone over the top. apart from their fanaticism there is absolutely nothing to indicate that terrorists are anything other than just as capable of planning etc as any other man. indeed all their actions have indicated that they are extremely capable. we have to be more so"
notsarc,472,"that was a similar argument used for every single scientific discovery since the beginning of time. were is the biblical proof that god doesn't want cloning? those that said the earth was round instead of flat were labled heretics. many people believed flying should be left to the birds that god created. in fact, some faith's still believe that science is wrong, medicine is a sin. it is a good thing that we don't let religion dictate our science, or we'd still be thumping eachother with clubs and eating raw meat. pride caused the fall of the son of morning, not scientific discovery."
notsarc,473,"i can understand the gay couple adoption, but how does that fit with an unmarried man/woman situation? i'm not trying to give you a hard time. i'm only trying to understand the legal aspect of the relationships between you, your son and his new father.emoticonxconfused  again, congratulations. i've always believed that a father and mother were the best environment for a child to grow up with. emoticonxgood"
notsarc,474,"how is our wish and demands for equality forcing our views on you? how is my marriage to a man infringing upon you in any way? how is me being protected from being fired because i am gay infinging upon you in any way? how is my being able to adopt as a gay man infringing upon you in any way? we are asking for the same things heterosexuals take for granted every day. religious groups are trying to stop that equilaty drive by imposing their sick evil religious views though the law. if something effects my life it is being forced upon me if something does not effect your life it is not being forced on you. btw i am still waiting for a copy of this agenda. the religious tight christonazi oganizations, such as afa seem to believe there is one. please i want a copy."
notsarc,475,"how so? i would think 'they shall surely be put to death' (as the av has it) is a commandment, and clearly addressed to the faithful. how can one pick and choose what to take as a commandment and what is god, for want of a better way of putting it, talking to himself!"
notsarc,476,"they illegally invaded and are now illegally occupying land? that is a land feud. however, israel is there now and there is no turning back from them occupying that land. however as to that estimate of a 1000 to one thats a bit over the top and exagerated. i do agree with you that if israel went to withdraw to their *natural* borders they would still be attacked. however, israel isn't committing a genocide on the palestinian people, thats just an exageration. i could just as easily say the whole arab world is commiting a genocide on the israel people. but i don't say that. emoticonxangel  also i can see your point about the information given on areil sharon and hamas. however, the palestinians leaders have allowed terroist attacks for years and have been linked to many weapon trades. emoticonxkill"
notsarc,477,why are you trying to turn this into a religious debate? no one said anything about finding jesus. all you have done is show your anti-god prejudice.
notsarc,478,could you see language evolving in non social animals? it wouldnt have a reason to.
notsarc,479,"do we want to have control over ourselves? some religios fanatics dont, and thats what im saying. i dont know much on this matter, im only 14. but, ive been to a conservative catholic school, and ive seen what it's like. its a narrow minded hellhole."
notsarc,480,"hmmm, the employment, housing, and accommodation thing is really state based and for employment i am pretty sure every state doesn't allow you to ask about sexual orientation.  as for marriage...anyone is allowed to marry (so long as they are of age). you just have a problem with the definition of marriage. as for the military thing...seems like a complicated issue. where does a gay man shower for example? the womans bathroom? there own special bathroom? the mens bathroom? other issues involving relationships could arise as well. as for the adoption thing...only florida doesn't allow it outright."
notsarc,481,"where'd you find it? i've been wanting to listen to it, but wasn't able to find it from a google search."
notsarc,482,"hasn't every generation moaned about the younger generation? isn't that just a natural aspect of growing older? the current younger generation will do the same in due time, of course. (although loki's got there early!;)) loki: your myspazz says you're going to reading festival. are you camping? if slutty dressing, underage sex, underage drinking, drugs and general chaos worry you, you'll be mortified at reading.:p i'm going as well actually (living in reading and all), but none of the above bother me much. it's their choice after all and i know if someone had a go at me for some of the above i wouldn't be particularly happy. edit: your pictrues (the moving ones) contain underage drinking and slutty dressing. -wez"
notsarc,483,"ok, so none can be shown. how many people with a life sentence without parole have died an prison and been innocent?  my point being that a mistake doesn't make the sentence not worth having. in fact, with the death penalty you get more due process than someone with a life sentence...there aren't many advocates for helping those guys out."
notsarc,484,"well if you could scientifically test for the supernatural, it wouldn't really be supernatural, would it? if some god or gods acted in ways that could be predicted and measured by scientific processes, it would be no different to any natural part of the universe."
notsarc,485,try and think about this then. you think the jury is going to be put under external influence to make an unbiased decision if firearms are in the court room. what other decision makers may have this problem if guns are allowed almost everywhere? the president? the senate? judges? don't expect that the jury can't be influenced either. the room cleaning service at their hotels will easily be able to have access to them if they wish and well armed of course.
notsarc,486,"d. adams? :)  this is, of course, an entire debate unto itself. i fully concede that logic dictates that we accept the possibility of life elsewhere. but that it's probable? we simply don't have the data to make that leap. we've got some good theories about how life started here, but we don't know exactly what happened. and even if we did, we don't know how common those conditions are 'out there'. if the conditions for life to arise are so bizarre that they only occur once every 20 billion years, and for all we know they might be, than we may well be the only life in the universe. logically, we just can't say. we don't have enough info to apply logic to the problem."
notsarc,487,"wow, you're only 17? i definately had you in mid 30's maybe early 40's."
notsarc,488,"'compelling argument'? so do you believe the basis of what he's claiming? and are you ready to debate it? because there is no 'overall effect on society and traditional family' from gay marriage. the 'traditional family' has been having its own problems, and has been in decline in these countries long before gay marriage ever was legalized. it's like a guy jumping out of an airplane, and he starts falling to the ground. three seconds later gay marriage is legalized, and conservatives want to blame the fact that he's falling on gay marriage... it makes no sense. there is no causality here... do straight people say, 'hey! gay marriage is legal. i don't want to get married now.' do straight people say, 'hey! gay marriage is legal. i want to get a divorce now.' the 'most compelling argument' lacks any semblance of sense."
notsarc,489,"take a look at your post no. 80 time-stamped 6-26-06 09:55am wherein you said ...in response to my post #79 wherein i said: does that not comply with my claim that you change what i say? back in post #77, i requested that you quote and debunk the links. you merely scoffed at them (as i expected). prior to initiating any other question to me or introducing a tangential argument, please explain the above. i'll be back next week."
notsarc,490,"were they being slaughtered by their own before we pulled our little invasion stunt? no. true many of them were dying horribly under the weight of the sanctions that we were enforcing, but they were not being slaughtered by their own. we went in there, destabilized the country based on lies from our president, with no real plan for controlling the place once we worked our magic. we were actually stupid and arrogant enough (at least some of us) to believe that our system is so vastly superior to anything else in the world that the iraqis would just line up to be our unofficial 51st state. didn't work out that way.  now we find ourselves fighting on the side of the islamic fundamentalists against those who do not want to live in a country controlled by iran. worlds a funny place."
notsarc,491,"who said pregnancy is the only bad thing? we already talked about ceverical cancer. furthermore, condoms don't always work...bad protection. maybe not, but wearing a bright red sign that says 'stalk me' sure will get the ones that are out there. your limited world shield you from the realities of life...which is really a bad thing i suppose but it gives a better reason to listen to your parents. aren't you a warm-hearted person you are in cancun talking to people on a pointless forum... does anyone else think this is rather odd?"
notsarc,492,"the top 10% of people in this country pay 67% of the taxes. most of the money from the middle class? no, not at all."
notsarc,493,"it is more than the claimed evidence is questionable. it is that the evidennce that is claimed is not evidence of what is claimed. someone might take a snippet of fact or perception and see 'see, this is evdience of god'. however, it is not 'evidence of god' unless you assume god first.  i remember distinctly going out to a 'haunted' house with a friend. they pointed excitedly to the ghost they saw in the upstairs window. i had to point out to them, it wasn't ghsot at all, but rather it was the reflection of a street light. now, was that light in the window evidence of a ghost?? nope. was it claimed to be?? yep.  same thing with the 'evidence' for prayer causing the terminally ill to become healthy. it does not hold up to scruntiny."
notsarc,494,"really? so suppose that you have two models for the way the solar system works. you measure where the planets are today in the night sky, and you use both models to predict where the planets will be ten years from now. in ten years you make actual measurements. the predictions of the first model for mars are off by, say, a tenth of a minute of arc. the second model is off by a hundredth of a minute of arc. (for comparison, the full moon in the sky has a width of about 30 minutes -- i may be wrong about this). so, are you saying the first model is wrong? the error seems to be pretty tiny (by most standards). what about the second?"
notsarc,495,"backpedaling? how's that? my original answer is that it's wrong to force children to have sex with old men. that is my answer still. where has it changed? in fact, each post i've made is an affirmation of the one before it. how is that backpedaling? there are absolute goods and evils. that is, there are certain things that are good or bad. how is that saying something different? certain things are bad. period. just like certain things are wrong, no matter how many people think that they aren't wrong. period. is that clear enough for you? i hope so because that's what i've been saying all along and you'd have to be high to think i've changed my position."
notsarc,496,"no your question isn't about 'right to life', but more appropriate your questioned should be 'do they have a right to continue life'? and my answer is absolutely yes!  at the living single cell, when the unique properties of a complete human being is created, it is living, not dead. who has a right to kill another human being's living existance? no one has that right in a civil society, but we haven't reached that society yet, but one day maybe."
notsarc,497,"the following have published disputing primarily the effect of humans on climate change, but have also challenged the core science behind global warming -  tad murty jan veizer ross mckittrick/steven mcintyre that's just 4 guys i picked off the top of my head. i'm sure i could post you a list of a hundred or more, but would it really matter? you may not agree with them, but the fact remains that they are competent scientists who interpret the data differently than you do (or at least those on the side you've chosen to take do). it's pretty clear to me that the data is not indisputable, and that there is not a complete consensus among those qualified to speak on the data.  the problem is, al gore is out making movies while these guys are actually doing scientific research. waxy"
notsarc,498,"it's a pretty obvious counter question, i'm surprised it caught him so off guard. what's his name, if you don't mind my asking? i've got friends in illinois who would appreciate knowing about this, if they're in his district."
notsarc,499,"well, you ignored the part where i said 'voting'. but imo legislative solutions are part and parcel to popular appeal because legislators are voted in on that basis. any legislator claims to 'do what's right.' so elections tend to be popularity contests. and legislators tend to want to keep their constituents happy. oh and just to make sure you understand this kronos so as not to get off in the wrong direction, this is my opinion, just like everything else i've said. it is not a lie. how is that even relevant? i never claimed it was a first resort."
notsarc,500,"one idea per episode? there were always at least 4; one for each main character. and they always linked together perfectly. with the exception of a few episodes at the beginning and the last one, seinfeld was always gold.  the simpsons, on the other hand, has sucked for the last few years when they turned to the 'pick a celebrity guestspot' system."
notsarc,501,"i'm concerned with u.s. history. i'd rather go back 200 years. i'll see what i can find - out of time tonight however.  isn't the big bang part of evolution? i don't notice atheist authors, or the aclu, using it in politics much.  what else can influence morals?"
notsarc,502,"if you want the benefits of marriage, get married. but you ought to be able to marry a person of your choice. your suggestion would be to marry someone i don't want to me married to, that is a different thing. it is not using 'that logic'. i thought marriage was supposed to mean something to you. isn't it supposed to mean a commitment with rights and responsibilities? i am not proposing that anyone enters into that commitment lightly. i happen to think that's a bad idea. people get married for many reasons, some of which i would feel are not good reasons, but i would not make it illegal to do so.  i am talking about the right to marry a person of your choosing."
notsarc,503,"jito, you said that you have a 'fabulous kid.' is this how you would describe your pregnancy and his birth--as you do above? was it just another pee? was there no 'romance' or beauty or emotion or love involved? was it merely a biological occurence? if one cannot see the beauty and joy in love and babies and birth, i hope they will awaken to the wonders of the world. woman have many gifts. motherhood is a great one--the very powerful influence of shaping the future in our children. but yes, women are capable of much more. i have not said otherwise. my statements have been reduced to a perceived condescension. i will address more of your posts later."
notsarc,504,"jito, i forgot to thank you for agreeing with me on eugenics. what is that?...the second or third time we have ever agreed? well, you have only 8,966 more things to agree on with me to show you have converted to proper thinking! emoticonxangel  consent is relevant when it is relevant. do you deny that women engaging in sexual intercourse (outside of rape or some other type of coercion) give consent to engage in an act that may result in pregnancy? i never said that sex was only for procreation and i don't believe it is. i do believe, however, that the procreative potential of sex must be respected. i do believe that when a being comes about as the result of a sexual act then that being should be respected."
notsarc,505,"what knowledge do you have concerning haliburton?  they are a conglomeration construction companies who, because of their qualifications, get overseas contracts. knowledge of codes and history of quality being factors. you seem to oppose their success. why?"
notsarc,506,"who appointed you forum moderator? i just asked obvious child what he thought should be done with iran? i never claimed to have all the answers, but i do share my opinions like everyone else here does.  seig heil to you too!"
notsarc,507,"if a frog had wings he wouldn't bump his butt when he jumped. based on results paul had more influence. how can you simply ignore the obvious? christianity has hurt itself over and over again because of it's unwillingness to concede that sometimes it's wrong. how long did it take the church to acknowledge the earth moves around the sun or that the earth wasn't flat.  instead they either ignore the issue, bury it through violence or intimidation, or come up with some ridiculous idea that is based on nothing to justify why they are right."
notsarc,508,"can you think of the mental trauma of having your rapists baby? and then caring for it? for rape victims, no i still don't think abortion should be the first choice, but it should be available."
notsarc,509,"probably because the article is irrelevant. either way, i posted an article to make you happy so quit compaining and just answer the question with some respect. thanks for just simply answering dog....i'm not sure why it is so complicated. if you don't ask race than how can you be prejudice? there is also no proof that people would currently be discriminated against. but current affirmative action is a topic for another thread."
notsarc,510,"and you can thank the unions with their inflated wage/benefit packages they strongarmed from companies/municipalities for the high cost.  oh yes it is. new york is the only state where pbulic sector jobs, which bring little to no growth to an economy actually outpace the private sector. and you still think that heavy industry is the end-all be-all to economic survival?? america has a dynamic economy, not static."
notsarc,511,is homophobia an instinct? because i really have no clue where it came from...
notsarc,512,doesn't that depend on exactly what israel is doing? you can't treat the country as a whole in everything.  do i support some of their actions? no. do i oppose some of their actions? no.
notsarc,513,"you didn't prove anything. you just explained why it could be false or said it didn't matter. emoticonxrolleyes  'we've seen all of those things, and guess what, they weren't exactly as claimed. it was another american deception. another lie exposed.' how do you mean? i'm not aware of any deceptions thus far."
notsarc,514,separate but equal is never equal? which are better? boys' or girls' bathrooms? other than that last statement i agree 100%. i don't believe gay civil unions are separate but equal but i do believe they could be if we wanted them to be. unfortunately the people who seem to only be against redefining marriage and for civil unions never want to give gays all the rights of marriage in a civil union.
notsarc,515,"studies about what? that some people are more talented than others?  i'm afraid that falls under the umbrella of 'common knowledge'. so? it would change nothing, since i was pointing out why i responded the way i did."
notsarc,516,"another opinion- the sugar jar does symbolize the fetus, and the sugar the mental awareness. but just like people value their fine china. why is it that they cannot value something that is more valuable?! that is my point. another thing is this. why is it that you speak of a fetus that will never have mental awareness?! how would you know if you kill if before it can even develop mental awareness?!  also, i never said that i do not value someone who is not able to move. or think. where did you get that from?!"
notsarc,517,"is the legal aspect of it disputed or only whether it is immoral? i may be tooting my own horn, but this thread discussed the moral aspects of abortion in general, and this was my contribution. is that sort of what you're looking for?"
notsarc,518,"ya know what? this has inspired me to make a thread, hold on a sec."
notsarc,519,no one doubts the adjective sense of the word ;) and what is special about the human aspect? that was my question.
notsarc,520,"truth can be found in god. we as humans have a relative idea of what truth is because everyone will not agree on what is truth and what is not. for instance, one might say that europe will regain world power or that america will remain the world power but if everyone doesn't believe it how true is it? but universal truth can be considered aboslute such as math. 1 + 1 is 2, 12 inches equal a foot, etc. the question will remain to be unanswered until god reveals what truth is."
notsarc,521,"have you ever considered the possibility that he cares about you? that he knows you? and that he cares about those in the womb? this is always the charge hurled at me but it is never founded. you cannot find any misogyny in my writings but rather a great respect for women and their value and dignity. this is why i argue so strongly against abortion. yet, any oppression, or insecurity, or hardship, or difficulty they face, though real and challenging, is not justified in the face of destroying the life in the womb. though abortion reigns freely and forcefully and abundantly still the oppression and abuse of women endure. one reason they endure is that people are looking in the wrong place for a solution--they are looking to abortion when it offers no solution."
notsarc,522,the simple and most usual one would be bluntly that marriage is and always has been between members of the opposite sex. there may possibly have been some strange aberrations in the past but essentially that has always been the bottom line even for homosexuals. in addition to those there will be those who oppose it on religious grounds. and why shouldn't they if they so wish ? marriage is an institution not a right. if you don't qualify then you don't enter. by all means campaign to have the rules changed but don't be surprised if they aren't.
notsarc,523,"this assumes brain-dead is a logical choice to consider one dead. even so, it proves nothing about when life begins. what says they have to be the same? this is a classic example of a conclusion not following from the premise.  yeah, that is correct."
notsarc,524,"this an example of what i am saying you choose to ignore the moral command from the ot to burn witches whereas in the middle ages that moral command was followed this passage also mentions that you must pay taxes as well, are you rebelling against god if you complain about the redistribution of wealth through taxation if it set by the governing authority ? i also believe that passage can cause all sorts of problems, for example a fascist regime is a governing authority should you submit to a government that is morally unjust ?  bad in general, and no i don't think the same. as i said i have started to modify my socialist principles, i have a great sympathy for the anarchist way of thinking. where the state is a way to oppress the masses."
notsarc,525,"what is this fsm? if it follows what god says, then it would be a suitable compromize, but i've never heard of this fsm."
notsarc,526,"but that doesn't answer the question. why is dawkins a xxxxx to believe as he does? it seems that you have no answer except to throw out indiscriminate insults at people you know nothing about. in a previous post you stated, 'the guys a simpleton.' that doesn't make sense as there is no verb in the sentence. 'guys' is the plural of 'guy'. you don't seem to be aware that the contraction for 'guy is' is 'guy's.' your error is caused by ignorance whereas trebor's is clearly a typo caused by the proximity of the 'e' and 'd' keys. do you have a better explanation for our origins that doesn't involve magic and dirt?"
notsarc,527,"by 'church' ... do you mean the group of people who are christian (ie. congregation) ? the institution of church? to orthodox, the church is a living earthly embodiment of jesus christ. the role of orthodox is to be like god... by following his example. we are called to return to him, but we are separated from him by sin. we are living icons of god."
notsarc,528,"so now it is not about nuclear weapons ? first of all you need provide a direct link that the iranian government are directly funding terrorist groups, you need to make sure it is not a private citizen or a rogue element in the secret service.  the perfectly analogy is the ira, us citizens gave shed loads of money to the ira. how would you have reacted if the uk bombed the us because the actions of a tiny minority of us citizens ?"
notsarc,529,"do you know what a fatwa is ? the burden of proof is on those who want an invasion, iran can not prove that is not trying to develop a nuclear weapon. you can not prove a negative. honestly i don't think people have learned the lesson from the iraq war.  what did we hear before that invasion from the warmongers in the us and uk ?  the exact same thing we are hearing at the moment. that the regime is evil, they have wmd, they have links to aq etc surely the people are not dumb enough to fall for the same tripe again ?"
notsarc,530,what do you find disrespectful about it? maybe it is 'disrespectful' but i sometimes that's not necessarily so bad. i don't think it rises to the level of being offensive.
notsarc,531,"look, it's a serious disease. i've never denied it was. there's no need to pursue which disease is more serious than another disease. hiv/aids is a treatable, uncurable, and potentially deadly epidemic. i don't understand what you point or solution is. i support taking multi-faceted approaches, recognizing that people are different, how they live is different. you repeat some of what i said in regards to that, then assume i mentioned it because i don't think it's important. you had a few negative comments on condom use earlier, saying it is not 100% effective(no way of having sex with another person is). are you suggesting only one, narrow approach that involves moralizing? i believe that would drive sexual practices underground. i also support needle-exchange programs for drug addicts, as part of harm reduction, by the way."
notsarc,532,"is free speech applicable to under aged individuals under the tuteledge and care of educators entrusted with their welfare and behavior? if so, why? they don't pay taxes, the add nothing to the gdp. who cares what they have to say?"
notsarc,533,"huh? emoticonxconfused  i think that you meant to say that she can't take down a sign that isn't on school ground. in this situation, the sign was across the street from the school property."
notsarc,534,"islam is no more built on hate, burder and death than christianity is. do i have to remind you of the inquisition, the holy land wars, the witch burnings, etc.? if you try to claim that what some islamic people have done represents the whole religion, then i can do the same with those things that i listed, only for the christian faith. and don't even get started again on satan being a fallen angel - yes, we know about your beliefs that angels do not have free will, and yet rebelled against god, so we don't need to go into any more of that garbage."
notsarc,535,"what? you didn't know that religious people are the only ones that are supposed to be silent and never try to take part in democracy, while everyone else gets to do so? where have you been? emoticonxdonno  i wonder sometimes if opponents of religion really even stop to think about what they're really saying."
notsarc,536,what's your opinion of religious people who believe evolution is merely a part of creation?  there are non-literal creationists out there in large numbers.
notsarc,537,"see there is such a thing as heterosexual privledge. some heterosexuals will do anything, or say anything to protect this privledge. for the christianist it is all about control, and money. the christianist will say anything or do anything to maintian their money and control. take own own archangel, for example, in everyone of his posts he extols his religious beliefs and his belief that everyone should be both hetero and his brand of christian. one must ask themselves; why does he peach against something that does not personally effect his life? i have come to the conclusion that he is afraid that he will loose his heterosexual privledge and his control as a christian."
notsarc,538,"it's already illegal to employ illegal aliens, so rather then create a fine structure i would guess you would want to increase it, or add on some jail time? right now the punishment for hiring illegals is clearly worth the risk. how do you propose renters make sure that their prospective tenants aren't illegal aliens? you can't expect everyone to lay their hands on their birth certificates, you can't ask for social security cards, and most other id's are sadly easy to get ahold of, not to mention not really proving citizenship. how do renters make sure that they only rent to those they're supposed to?"
notsarc,539,"get real! all christians are being painted with a broad brush of prejudice from the left. there are over what a billion christians in the world? how many are pedophile priests? how many protest funerals?  sorry, bad editing job on my part. i rewrote it for clarity and left out an important part. emoticonxbanghead i meant that 'islam', the religion that flogs or kills homosexuals, is given a pass from the left. i don't hear the left crying about the injustices towards gays by islam. instead, the left is obsessed with bashing christians, which are, for the most part 1million times more tolerant than muslims towards gays.  see correction above. don't ever get old, it screws with your mind. ;)"
