class,id,text
notsarc,221,"the reason that halo has been restricted to xbox is because microsoft bought bungie. they want to give people a reason to get a 360. that reason? halo. modern warfare, on the other hand, is owned by neither microsoft or sony. quite frankly i'm surprised that nintendo doesn't own everything already."
notsarc,222,people are destroyed mentally for life and some even kill them selves.due to what happened to them becuase it was so traumatic and most get away with one and do it again some even start killing thier victims so yea .i'm surprised that you are sticking up for rapists
notsarc,223,"1. no, she has a choice, abort or keep and support the child. 2. no, it makes a woman take responsibility for her body, like keeping her legs together. i'm surprised more people aren't in favor of this."
notsarc,224,"i've only had a quick look as i'm on the bus so research is limited but i'm sure the evidence for the 2000 year old israel is biblical, so is the promise from god which is what the modern israel is based on. i thought you thought the bible was stupid bronze age myths for creatards so i'm surprised to see you basing an argument on this. before the modern israel was created the land was part of palestine making it palestinian before it was jewish unless you go by biblical evidence and gods promise."
notsarc,225,"this is some thing we can agree on.  many women think it's a legal right to kill their children with abortion and people like me see it as a crime against humanity.  frankly, i'm surprised there are not even more debates created about it."
notsarc,226,"true, and i'm surprised no one has brought up resources... if there is x amount of a certain resource that we need to survive then when we reach an x amount of people, we could be factually overpopulated although i don't know how any such thing could be measured."
notsarc,227,to be honest i was playing devils advocate i'm surprised more people did'nt comment!!!
notsarc,228,i'm sure i will get bored with the site long before 13000 points. lol! i'm surprised he hasn't.
notsarc,229,"there are tax exemptions for a married couple which a gay person cannot get. that's taxation with unequal representation at the very least. you can't argue the logic of gay marriage, only weird theories of morality. i'm surprised you're attempting this."
notsarc,230,"i support you on these things, however christians are considered warlike as an artifact of the crusades. in which they killed plenty of people (crusades are similar to jihad fyi).  however that idea is outdated. this debate could very easily turn into a useless flamefest like most here on religion. also i'm surprised you didn't use machiavellian in your argument to describe those men. edit: what about iran? the iran-iraq war was clearly a religious war."
notsarc,231,i told you twice. i'm surprised you didn't get the message?
notsarc,232,totally agree. i'm surprised to see how many people think it's funny.
notsarc,233,1. i don't want criminals killed. you have no way of knowing what my wants are and i have never been so arrogant as to tell you what your wants are. 2. you are entitled to be wrong but you aren't entitled to your own facts. children in the womb are just as alive as you are. your denials of that fact not with standing.  3. your reasoning is flawed because you remove the component or aspect of guilt or innocence and substitute wants in p ace of it. your denial of the fact that it (a child in the womb) is alive is a huge red flag on that.  i'm surprised that more pro-aborts don't call you on it.
notsarc,234,"intangible i'm surprised at you from what i've seen your very fair in your debating style, and i understand you don't want to see more suffering, but do you not think there might be a better way ?"
notsarc,235,"i'm surprised that you disagree, seeing as how you've seen the hills have eyes. i'd say hills have eyes was one of the more disturbing films."
notsarc,236,"real version ? (lol, i know what you mean, the original ad is annoying, but i'm surprised only you've noticed this isn't the original)"
notsarc,237,"pro-choice - i agree but first trimester only pro-euthanasia - i agree pro-environmentalism - mmmm? depends pro-gay rights - again... depends pro-immigration ( to an extent) - legal? yes! illegal? no. pro-free healthcare - disagree anti-military action/intervention - mmmm... less, yes but depends anti-globalisation - agree anti-death penalty - disagree pro-stem-cell research - agree pro-gun control - disagree pro-welfare. - disagree pro-marijuana legalisation - agree pro-tobacco illigalisation - disgree i'm surprised you're anti-globalization"
notsarc,238,he has been around with a debate about democracy. i'm surprised you missed!
notsarc,239,i'm surprised i agree with you on this. the only point i'd add is that the force feeding should only be used while the person is undergoing therapy to fix the underlying problems.
notsarc,240,digg/reddit/mixx/propeller/etc what is the difference really? i'm surprised mixx is cd rather than cg.
notsarc,241," i'm surprised. you're saying those are political systems? and that they work well historically?  i'm saying that they operate like political systems, with the leaders of each respective religion issuing edicts that the followers are expected to obey, and often at the penalty of social repercussions if they do not. i measure effectiveness in the ability of the system to survive and spread."
notsarc,242,"no david, soc wouldn't be on a separate part of this site. he proved his mettle time and time again. the problem is becoming constant and i'm surprised you hadn't noticed. since the terrible incidents with repubgal, 14 years of age and involving the abortion/pro-choice debates, i've been able to simply sniff them out...and every time i feel i should look at the profile..bammmmm!!! i'm right with the exception of some that take my breath away because they know so very much at such a young age."
notsarc,243,"well... like i said, considering how many people are sharing earth, i would think we would get a long a lot less than we do. i'm not saying we do get a long very well, but i'm saying i'm surprised we get along as well as we do.. you understand?"
notsarc,244,i'm totally surprised i've posted so many posts in this thread: not like me at all.
notsarc,245,"is it that this has already been discussed a lot elsewhere? if that's the case, let me know. otherwise, i'm very surprised people aren't talking about this. simone? anyone?"
notsarc,246,i'm very surprised to learn that religious institutions are exempt from the normal taxation associated with having employees.
notsarc,247,i also love it when people look at the world reasonably.
notsarc,248,"jitobear, i always love it when you post. you are succinct and to the point and i always wish i had said what you said."
notsarc,249,"this might surprise you but i find you quite impressive as well. despite my criticisms, i am absolutely impressed with how you are able to consider a diversity of views, which, i must say, you are getting a lot better at."
notsarc,250,"honestly, i am amazed, so there are actually gay people with a sense of reason. i have spent years of facing discrimination from narrow minded homosexual activists and all these years later, you are the only one that has ever demonstrated somewhat of a sense of reason beyond the same old hogwash i have seen demonstrated by thousands i have interacted with. i still have my reservations towards suspecting that somehow you might be attempting to set me up for a slam."
notsarc,251,"i am amazed you think al gore is lsong the debate last time i checked he has a global scientific consensus supporting his position, you know that means that the majority of the worlds scientists. http://www.skepticalscience.com/global-warming-scientific-consensus.htm "
notsarc,252,"i see why you would think this, and i am amazed by some of the people who have children, but it may be used as population control, and that's not right. i do think that it would be worthwhile to perhaps do evaluations, but people could lie, and corruption could take the entire thing way out of control."
notsarc,253,"again i am astounded by the fact that you think i will endanger children. it is a topic sunset, so why are you calling me demented and sick.  would you agree that everybody in this world is different? everybody thoughts are different. so when someone has different views than your own, you have the nerve to say they are sick.  i know i called you sick. but i said it purposely because you called me sick for foolish reason.  my problem is that i hate it when people call me sick and demented. that is not the person i am and to be hated on this site for my views is completely stupid. i hate the fact that i can't be 'accepted' because of my views."
notsarc,254,"yes its overused a lot but i think the company that needs to take a break and work on things is infinity ward because they don't have as good as games the only game i enjoyed from the cod franchise is mw2 and that was amazing they did a good job on it, but for mw3 all they did was use the same graphics and everything from mw2 except new campaign, spec ops mission, multiplayer weapons and perks and killstreak options but to me they did a horrible job for mw3. they need to stop for 1 year, and come up with ideas to make a better infinity ward game. i am impressed with treyarch and what they did!"
notsarc,255,yeah but i don't hate gays because they are still people i just hate the sin and the lifestyle that they are in.  wow i have never seen an atheist who is against gay marriage. i am impressed.
notsarc,256,"that is a poor argument. if you want to become better at debate, in general, don't make statements you cannot back up, but never say that your using 'what i've been told' as an argument. your opposition will tear you apart. :)  think about a specific statement that you think you can prove through a series of logical arguments regardless of your personal feelings on the subject and invite me to a private debate on it. i am impressed with your willingness to debate any topic with an open mind compared to many others i have seen on this site and would enjoy debating you in a more formal structure. if you agree, of course."
notsarc,257,"it is not appropriate on this site to call people names. i understand that you are still learning in school and are busy, but i think that they taught basic spelling and grammar at a much early age than 16, so there is really no excuse! i did take the time to google your school, but you are too young to realize that maybe this is not the only coolidge hs in the country... so i went with the first google result... i am not impressed, the school gets a 4 out of 10 and 3 out of 5 stars from parents!"
notsarc,258,i lived in sevilla for the better part of year. spaniards are extremely good at staying out of other people's business. smiling at a stranger on the bus is invasive. i am not surprised most spaniards support gay marriage - most likely because they would never assume it was any of their business.
notsarc,259,"i am overwhelmed watching phelps. he is totally part man part fish. i also think that his attitude shows through, he seems to be highly upbeat and still very focused on the goals which he has set for himself.  jesse owens had his time and place and will never be forgotten. he opened the door for all the wonderful black athletes we see at almost every event at the olympics. but today, right now, phelps is the man."
notsarc,260,"if you want to get rid of them, i know a falconer in your state (iirc you are in texas) who would probably like to come and trap that coopers for you. i keep a red tail and a coopers hawk and he was up not long ago (he keeps a falcon) and we went out quail hunting on horseback. he was extremely impressed with the coopers dash-and-kill ability.  if it was me, i would just sacrifice the few birds that it kills in order to be able to watch the hawks...but then i am partial to raptors."
notsarc,261,"paul.boys, thank you for this little historical footnote. i must add that i am quite shocked to learn of this but not surprised. i think that in now disapproving as a society of child prostitution shows that we have advanced socially--and i argue that it has to do with becoming a more secular society and granting more rights and equality to women and children--as opposed to the almost divinely conferred 'father' right often practiced in old christianity before it was forced to reform by feminism."
notsarc,262,"now, if we're talking natural insemination by donor, that would likely be morally unacceptable in most circles, though certainly not all. really? i mean that sincerely. sometimes i am really surprised by what people find immoral. most people seriously object to that? why? o.o"
notsarc,263,"i don't think i am shocked, i am scared! lol"
notsarc,264,"i am trying to become a going in to college for pre-med and i am shocked at the big decline in competion for such courses. not only has obamas healhcare programs overestimated the capability of our current amount of healthcare providers, but it is also deterring many from seeking such careers. by trying to help everyone in the short term, he is doing more damage to everyone in the long term."
notsarc,265,"no, did you? i don't get why this debate seems to have pissed you off, but it is rather perplexing. i say that everyone deserves human rights; children and adults. am i wrong? i say that privacy is a human right. am i wrong? therefore, privacy is deserved by all human beings; children and adults. am i wrong? get over any issues you may have had, because one person's issues with privacy does not ultimately relate to every other child in the entire world; this is an obvious fact in life and i am shocked that you do not understand this."
notsarc,266,"i think the the p. bagatti is the one that found the burial caves in 1873, not the bagatti who was working in the mid 40's. i have unable to get a copy of the original manuscript the leadership u describes. i think it is only in italian though. i am surprised that such a  'key discovery' from the 19th century is kept so quiet except by claims of an evangilical web site."
notsarc,267,"actually, quite correct. i am surprised. i woudl have thought you more of the relativistic type."
notsarc,268,i am surprised i am going out on a limb saying that i dont think we will find them now. it is possible he dispensed with them to terrorists when we attacked..
notsarc,269,i am surprised people wanted m-80s and stuff like that legal. they accounted for most of the injuries due to fireworks and most of the fires. probably not a smart idea to have them.
notsarc,270,i am surprised a little to see providence college on the list....they are not gay friendly but they do have a gay straigtht alliance and an office of gay studies....i am from providence so i have been there.
notsarc,271,i am surprised that some of the more conservative christians are not weighing in on source of some of the christian terminology and concepts.
notsarc,272,"bassman: i am surprised by most of your recent posts of late. i site this one example above. i am bothered that you posted this rhetoric again. i gave you the statistics and the government websites that support those statistics, that show the millions of people raised from poverty since 1968. from over 22% of the us population in the early 1970s to fewer than 10% in the 1990s, and yet you continue to misinform. you claim to be a christian and mislead just like the scribes and pharisees of jesus day. to purposefully misrepresent the facts is the antithesis of christian behavior and brings into question your very claim to christianity as well as makes suspect your personal agenda which seems much more counterfeit than you would like people to know."
notsarc,273,"my parents moved to shawnee not long ago. when i was a kid, anything west of lenexa was considered too close to desoto, and a little suspect :) i was up that way not long ago, and even deoto is fairly respectable now :) :)  i am surprised there are so many here from kansas. there is somebody here from lenexa as well."
notsarc,274,"i am surprised at your response since i see your posts as well considered and stated. i asked the question and you answered. to me it was clearly, by definition, inflammatory. we can agree to disagree and let readers make their own determination."
notsarc,275,i tend to agree; i am surprised some regulars here seem to intend on even giving this poster the time of day and converse with him after the stuff posted the other night.
notsarc,276,"libertarianism emphasises freedom of the individual, and limited government. a stereotypical libertarian view would be for the legalisation of prostitution. that's why i am surprised."
notsarc,277,"i don't :( tell me, inbox me if you don't want to say it in front of other's.  i am surprised i thought you would be to holy to have lust."
notsarc,278,"as sharp as you are, i am surprised you missed my sarcasm. it happens. we do usually like to stir things up when it interests us. we sell weapons to taiwan and israel.  well then we have nothing to worry about. i didn't say that. we should be concerned by how much money is poured into these black ops programs. i support them, but i am concerned about over spending on them."
notsarc,279,can you believe the stupidity of those who think it acutally is not sex? i am surprised that the two on this board who thinks its not sex won't comment on it. lol
notsarc,280,you are a very good student of buddha. i am very impressed.
notsarc,281,i am very surprised to learn that you make vows before god and hold them sacred.
notsarc,282,"dont begin to understand real love till 18 or older i felt real love when i was 13, and i was with that woman i loved for years. saying someone can't effectively do something until they reach a certain age is ridiculous; turning a certain age doesn't magically make you any wiser nor dumber."
notsarc,283,it was a little hectic when you came in last night but i guess we could do it today in choir if you wanted to.
notsarc,284,lol! well you may have picked the wrong answer choice though??? i guess not much can happen in the desert... maybe a dust storm or something? we get tornadoes here... i was in one as a kid! crazy stuff.
notsarc,285,"sometimes it's fun to play devil's advocate but i guess it's just a people thing. we experience life with these 'rights' and we don't want to give them up, and anyone who brings up an argument against them we shun and flee from."
notsarc,286,i see. i just never came through to see it as worth the buy. i guess i borrow a friends copy.
notsarc,287,"a drink. a drink. one or two. and what the hell does abstinence have to do with this? everything in moderation, yeah yeah. all that fun stuff. i get it. i wasn't talking about light drinking. i guess i should clarify but i thought you'd catch what i meant."
notsarc,288,"that's true i suppose; usually someone makes the plan for them, so i guess i get points for my own initiative, heh"
notsarc,289,"yes if both sides agree to it, as i mentioned in the next sentence, but honestly, how many children do you know or parents that would allow their child to have sex with an adult, as i also said. i guess you never heard of child grooming. no government does not mean no morals or parent leadership. kids are still at the whim of their family. government means enforced morals."
notsarc,290,"i am being real man i guess i got to be more specific answering debates at some points. it's ok to teach your kids the dangers of having sex when they a about 5 since they won't know nothing about it or letting boys or girls taking advantage of them but, far as getting more in dept about it, in my opinion can wait until they are much older."
notsarc,291,"okay, i guess i'll have to watch the new batman movies soon. what did you think of the opening scene to x2? with nightcrawler trying to assassinate the president? one of my favorite scenes from any movie. yeah, each spider-man movie was worse. last i heard, they are planning a complete reboot without tobey or raimi."
notsarc,292,"hmmmm..., unwanted competition...., i guess you are all on that database then ;)"
notsarc,293,just ignore him sometimes this guy is an idiot. i guess atheists will continue questioning everything untill there is no structure.
notsarc,294,"ah, i see. thank you for the clarification. i do not see anything innately bad about that in and of itself, i guess. plenty of 'accident' babies end up having fine lives with responsible parents."
notsarc,295,"you wouldn't be a commodity at all if you weren't willing to sell, you'll be hunted though. i guess you could rent out your labor for a time if you somehow didn't get hunted and weren't willing to sell your genetic material."
notsarc,296,"too right. l. ron hubbard is the closest thing the modern world has to jesus: skeezy, probably un-bathing, secretly greedy but always with a generous front. well, i guess mother theresa would be a close second to l.ron h. xenu."
notsarc,297,"'first off, turn off your damn caps; it only makes you look like a raging troll (which you probably are).' ok i think that i can turn my caps on and off any time i want. but the reason i had caps on that time is becuz i forgot to turn them off  'second, i'm not forty, i'm fifteen. the author of twilight is (believe it or not) almost forty. ' well then i guess i missed something didn't i, and so the rest of my statement does not aply. i am sorry if i offended you in any way but i am so for harry potter movies just becuz every one can act. but i just can't get into the book . too damn big plus i already knew every thing in the book becuz of the movie(well at least the important stuff). so i am sorry"
notsarc,298,"ohhh, okay. well, i guess since i don't know, i can't answer that question. i don't really know if i believe. i haven't been given a reason too, but i'm not set in that state of mind, and i acknowledge the potential and likelihood for god to exist.  i'm in the middle.  it's sort of like this (in terms of belief in god):  atheist-------------------agnostic----------------------christian "
notsarc,299,i have a reputation to maintain. most people stay on this site for about a year. i've been here for almost 3 years now? i guess you haven't learned that you shouldn't try to teach a pig to dance. nor have you learned that you shouldn't wrestle with a pig. you can't win and the pig likes it ;)
notsarc,300,"this man has a valid point. but i guess the people he mentions, the extremists and the racists will overlook his wisdom because that's the way they work."
notsarc,301,"i guess this disease is 'contagious' thus due to this contagious disease it can spread rapidly. if he dies then no one gets infected and vice versa. although, i believe that if that is the situation i don't the infected persons opinion matters. if you possibly may kill even 1 person you will probably be isolated from social world and be taken to a place where you have no contact with the public no questions asked."
notsarc,302,"theres no scientific studies that disproves nor supports them. so i guess yes, its 50/50 so more or less half of these are likely to exist right? every imaginary thing that i could make up, half of that is probable to existing if they all can't be proven or disproven?"
notsarc,303,"i guess you get some credit, but this seems to be way more effective."
notsarc,304,hey? what happened to prodigee's sock account that was cussing me out??? it used to be here... i guess andy deleted it. :(
notsarc,305,that means his life was aborted to. i guess you don't know what goes on during an abortion.  it's a pretty gross process.
notsarc,306,"i guess that you didn't look at my last link. there are recalls every year that effect millions of cars, and those companies are not being bullied by the government. the point is every car company has recalls, and the government is targeting toyota. ford, gm, buick all have recalls. why are they not targeted? so, the government is the almighty paternalistic big brother punishing those bad and irresponsible companies who only care about themselves and wreck endless destruction to society and the environment. no, toyota is committed to fixing faulty accelerator only because of accusations for causing accidents."
notsarc,307,oh thanks i guess it was you who have been upvoting my arguements huh ? xd thanks!  allies ?
notsarc,308,"i just love how you call it a baby and not 'contents of the uterus' or 'product of conception' or 'fetus'. the truth is, that was a child."
notsarc,309,"pride; a feeling of pleasure from one's own achievements, the achievements of those with whom one is associated i just love how you people try change how something is said just for your own self preservation. you are still being prideful, whether it's of yourself or of someone/something else."
notsarc,310,i love how hamas apologists require showing idf abuses to defend their actions. pathetic.
notsarc,311,"i love how the liberals are incapable of even getting mccain's age right. my idiot sister-in-law argued with me that mccain is 80! gimme a break. from your lips to god's ears, archangel. emoticonxangel"
notsarc,312,i love how brown got shut down. nom is a bigoted organization full of people who put out hateful and misleading propaganda that hurts and tearsat the struggle for equality tolerance in this country.
notsarc,313,i love how all you try to define what i believe? how do you know what i believe?
notsarc,314,"here's what i said: i love how the second clip of kids singing, all they say is 'can we make america better? yes we can.' and still that nut job is crying about it. here's what you said: 'yes we can' is kind of an obama thing, in case you didn't know. now, i'm not sure about what part of that makes you think that i don't know that 'yes we can' is 'kind of an obama thing.' but my point was that beck is insane, and it doesn't matter how good and unpolitical the message is, beck will always try to demonize anything even remotely connected with our president. which can only lead me to the question, why do you and glenn beck hate america so much? it's very unamerican of you."
notsarc,315,"first off, i love how you celebrated america's birthday in alaska with mexican food. lol. also, why 1am? what time does the sun set there? i know it's late, but how late? i went to holland in june 2003 and the sun was up well after 10. it was amazing."
notsarc,316,"i love how you broke that down, but why would anyone who feels content in their life, by into something that's telling them they are wrong? it seems like they are cutting out a big portion of their market with a certain sin that harms no one."
notsarc,317,i love how everyone on this side is downvoted. i upvote you.
notsarc,318,"oh, i was joking x) i love how i look and accept myself completely, most days. i do have those mopey days that nothing can convince me i look good x)  but you're right :)"
notsarc,319,"cbs sportsline is great, i love how everything refreshes quickly without having to refresh your page every five seconds."
notsarc,320,"i love how the right accuses the left of star f---ing, yet it's the right who is always electing celebrities..."
notsarc,321,i love how it is 7 to 1.................. this is just the best.
notsarc,322,"yeah cartman is definately the best, i love how how epicly his evil is portrayed as e.g. scott tenorman must die"
notsarc,323,"i love how every line, except number 3, has a winking emoticon at the end. haha"
notsarc,324,"i love how the creator is also just like, sure whatever ."
notsarc,325,"i love how this guy screwed up the alignment on this page... but the basis of the argument is that evil is the lack of god, which makes it literally impossible for god to commit evil. but this raises the problem that god is then not capable of all things. he couldn't sin even if he wanted to. he is not all powerful. since he is not capable of doing something that even a weak human could do."
notsarc,326,"i love how i'm reading a serious answer and in the middle of it, ' rapture means rape in old french... have fun'. this is my ideal reasoning. to have an answer both serious, yet comical."
notsarc,327,"i love it when people say that bush got us into the war. it seems that the most educated people will forget everything they learned about the us government when they bad-mouth bush. so, in case you forgot, the decision to go to war must be approved by the very people we choose to go to washington and do that job, not just the president. if you are against the war, blame everyone who voted yes and stop whining that bush started the war, he was not a dictator."
notsarc,328,yeah horses are so cute i love it when they eat sugar right out of my hands it's so tickly
notsarc,329,"i love that you guys dont seem to be joking when you talk about it being offensive to gays - if anything i would think only tom cruise would find it offensive - because of his claims that he isnt gay (obviously untrue) gays would probably cheer if he (along with his penis) would come out of the closet if someone would find this offensive, it wouldnt be me vs gay guys - it would be me vs overly sensitive and selfrighteous guys who happen to be gay"
notsarc,330,"i love when people down-vote without giving an arguement as to why. guys, this isn't facebook, its a debate site."
notsarc,331,i love when they wag their tails and smile. awe. :) <3 .
notsarc,332,i love when my feet get rubbed after a long day. its really relaxing and i dont mind rubbing a mans feet.... as long as they don't stink
notsarc,333,i love when my feet get rubbed after a long day. its really relaxing and i dont mind rubbing a mans feet.... as long as they don't stink you are a woman after my own heart.
notsarc,334,"if they've started shooting they'll either have to terminate the movie or kill him off :/ like they did with the crow, i guess. i was pretty shocked when i heard about it."
notsarc,335,haha i don't hate him! he added me as an enemy! :p i was shocked when he did! haha
notsarc,336,"seriously man, i hope you don't believe what they tell you on that channel. it's just whoa. this one anchor woman was talking about how background checks led to registration than extermination; i was shocked. the thing with fox is, they put on whatever rupert murdoch wants."
notsarc,337,"i totally agree, while 9/11 was a terrible tragedy, america has been involved in some very shady dealings with the government and people supporting terrorism in other countries throughout history so while i was shocked and appalled by what happened that day there was part of me that thought you reap what you sow"
notsarc,338,"do you support legislation that would outlaw gay marriage? do you oppose funding nasa?  but abortion is quite different from any of those because it's giving people the right to kill something that is living. the government also supports hunting, granting hunting licenses to millions of individuals. the animals being hunted have a far greater ability to feel pain and emotions than the fetus in the womb being aborted.  i cannot see why the government should be able to legalize something that is clearly wrong, playing god in the process. because it's not clearly wrong. there are other opinions out there other than your own. all you seek to do is deprive people of their choice, and impose your will upon the masses. let's all be glad you are not in a position of power, for you would abuse it undeniably all in the name of 'god'."
notsarc,339,"14 or 12... that is a ridiculous statement. drinking can affect the brain growth, and it goes through it most radical transformation at that age. oh yeah let's all stuff up the new generations brains and crap.. smart idea. if they were able to dink legally at that age it would encourage more to drink. many around that age aren't able to find alcohol really. it would make the situation worse than making it better.. the increase of binge drinking would also increase, it is at where it now because usually a person of that age, if they are able, cannot acquire a high amount of alcohol."
notsarc,340,"i'm pro-choice because when i get pregnant, i want to chose whether or not i will abort it. i am not pro-abortion because i don't want to be forced to aborting my child when i get pregnant i am not pro-life, because i don't want to be forced to have my child when i get pregnant. i am pro-choice, do not call me pro-abortion, because that is not what i am. i don't go on the streets and say ''hey, let's all have abortions'' you on the other hand go on and say ''hey let's give all fetuses life'' that's what makes you pro-life. i don't want abortion. i wish no one would chose it because it would be much better without it. but the world isn't ideal. don't change the title, i just want people to know that we are called pro-choicers."
notsarc,341,"this is what your arguement would look like if you were talking about gun control: 'i'm pro-choice because when there's a threat in my neighbourhood, i want to chose whether or not i will buy a gun or not. i am not pro-guns because i don't want to be forced to buy the gun when there is a theat in my neighbourhood. i am pro-choice, do not call me pro-gun, because that is not what i am. i don't go on the streets and say ''hey, let's all buy a gun!' i don't want a gun. i wish no one would chose it because it would be much better without it. but the world isn't ideal.' the only choice pro-life and 'pro-choice' disagree on is whether there should be a right to abort in certain circumstances."
notsarc,342,"agreed. god does exist in some form, whether you want to call god a supreme being or whatever, there is a greater power out there thats beyond our comprehension. in the meantime lets all just get along"
notsarc,343,oh really? stop lying to yourself pal. http://www.createdebate.com/debate/show/shouldzoophiliazoosexualitybelegal http://www.createdebate.com/debate/show/                                       should itbelegaltohavesexwithdogs_3
notsarc,344,oh really mic? care to explain  http://www.createdebate.com/user/points/preschaffy http://www.createdebate.com/user/points/chaffy http://www.createdebate.com/user/points/                                       mrshellno  all 3 accounts that are said to be yours down-voting arguments on your debate out of the blue for no reason great way to irrefutably prove they are your accounts.
notsarc,345,oh really? when did the story of him being on drugs come out? did you even listen to the police scanner on that night? you do know right that the entire story makes no sense whatsoever... right?
notsarc,346,oh really? show me evidence of people who fully died and came back. and i mean fully dead.
notsarc,347,oh really? this isnt cyber bullying. this is barely slander. you arent returning fire. this is stupid. freedom of speech isnt a two way street. you have restrictions. both legal and moral. what the hell is going on?
notsarc,348,oh really? like when? and when have you seen me drive? i hardly drive. now your the liar.  liar liar liar!
notsarc,349,oh really? i prove evidence to the subject and i don't repeat the same thing over and over again. i am not repeating anything over and over am i. i think you are the worst debator.
notsarc,350,"'christians have been just as bad' oh really? when? and if the only thing you can answer the crusades, that was a war started by muslims, and so-called christians fought back"
notsarc,351,"oh really?  science does not say 'we dont know x, y, z, but we want to know x, y, z, and so we observe x, y, z, and come up with our conclusions and claim it to be true, or not? (it's a question..) if scientists were too busy learning what is, then the science that is present now, would be non existent, because in order for science to learn and understand, it must be too busy learning and understanding what 'might be', or what it has not known, yet."
notsarc,352,"oh really xaeon? netherlands has had prostitution legal for years and they are one of the most primary destinations for humans being trafficked. europe has many countries who have legalized prostitution but suffer from increased human trafficking. but maybe the us is different?  http://en.wikipedia.org/wiki/prostitution_in_the_netherlands  with it legalised more people are having sex with whores, and as soon as a whore is infected she doesn't even know it yet, so if she gets infected with hiv she still has sex with customers up until the day her next 'check up' is which is usually once a week. what happens to the infected prostitute? she gets kicked out onto the street. so thats one more woman infected, and possible many more men."
notsarc,353,oh really? hitler placed fear in those who wanted to oppose him in germany. fear is the best weapon to crush opposition.
notsarc,354,"economic understanding does not come from a series of graphs and equations that come from a man who has no understanding of how humans work. the economy is not some mechanical machine, it is an organic mass of all 7 billion people of the world making millions decisions every day. behind all the smoke and mirrors, all this man said was this, in other words, concluded bullshit is still bullshit.  and your second point, companies also compete on a technological level, if they aren't as advanced as their competitors they generally go out of business because people want the better quality/cheaper product. what is the states incentive? getting re-elected? oh wait, thats easy to do when 95% of voters have no clue as to what is going on and only think about politics for 5 minutes during the elections."
notsarc,355,"oh yeah, and the only thing better on pc's is that they have more choices of games. but im satisfied with my mac."
notsarc,356,"oh yeah, i forgot that i wrote 'anti-gay,' i was thinking of gay films."
notsarc,357,"oh yeah, and i'm pretty sure my display picture has pissed off a lot of people, and if it has; i'm glad ;)"
notsarc,358,oh yeah. the things i do for fun just ruin my appetite. i like to look at bacteria under a couple of microscopes i have. sometimes i just place random bacteria together to see how they react. usually they dont do anything. if you do have questions don't be afraid to ask.
notsarc,359,"oh yeah, i forgot that you believe that the corporate media and corporate leaders have gotten together to create war and put innocents in jail. i will admit that the powers of the executive branch have gone way too far, but i still believe that being at war means we have to treat the enemy like our enemy, and not like american civilians. do i agree with the war? no. but that's only because i feel that we could have done this all with special forces and not with an invasion/occupation. i would still support detaining terrorists captured in battle/mission (and if they're americans, give them a proper trial, not a military tribunal or some bullshit like that)."
notsarc,360,"baby, i am going to publicly say that if it wasn't for you i would be so out of here . oh yeah and for merlin too"
notsarc,361,oh yeah!!! nice! (i couldn't find the real one... so this will have to do.)
notsarc,362,the main reason i'm even say that i'm a conserative is my ideology of fiscal responsibility. obama breaking the record on spending. gw not really a true conservative in the matters of budget. kind of shattered that reputation for the republicans. my main guy that i listen to and he is a genius on money is ron paul. i don't believe in all of his policies but when it comes to money and the economy he's the shit.  oh yeah stick to the debate. you can't make laws against teens near the same age that want to have sex. anybody every read the book or see the movie 1984?
notsarc,363,oh yeah same here. i sadly have no more tolerance for prodigee anymore. i highly dislike him. hopefully this doesnt sounds harsh.
notsarc,364,oh yeah. that is the one up-side of it. bleh! :p
notsarc,365,"oh yeah! i remember tulip. calvinism seems to be more realistic, as it's more correctly grounded in man's sinful nature."
notsarc,366,"oh yeah, cuba has extreme poverty, how stupid. that is not socialism the on:y thing you share in socialism is the surplus value, which no one deserves, the gov. uses it to but free life necessities. the labor value is something you deserve for your labor and you get to keep it because it is yours. you buy luxuries with it."
notsarc,367,"oh yeah, lets just say all the main people on comedy central."
notsarc,368,does the pacific ocean truly 'exist' ? oh yeah 3000! time to celebrate!
notsarc,369,"oh yeah, they all have a secret meaning to me, lol except the dna helix, i just really love biology x) i much prefer to have something permanent on me meaningful."
notsarc,370,oh yeah sorry about that. i totally agree with you. just a little bit lost in communication.
notsarc,371,oh yeah i said that because what he said was a sweeping statement and i was just pointing out what he posted is not always the case.
notsarc,372,"oh yeah, and robert a. heinlein for his amazing sci-fi work; most notably starship troopers and puppet master"
notsarc,373,"oh yeah! i remember that one... abbynestor was going off on everyone, so i told to to calm down and then everyone (including the people she was ripping on) starting yelling and calling me a dick.  like honestly dana got called a bunch of nasty stuff, i try to defend her and she gets snappy with me...like what? that's why i'm going to stay away from that stuff now."
notsarc,374,"1st calm down. 2nd. a fucking definition of bisexuals that they are only attracted to full males and full females from merriam-webster 'characterized by a tendency to direct sexual desire toward individuals of both sexes' i don't see anything about having to like full males or full females, sounds like something you made up to try to make a point. 3rd it's 'bi' not 'multi'. then why aren't pansexauls called multisexuals? oh yeah because there's still only two sexes, and multi means more than one and pan means all...sooooo... yeah they're the same thing"
notsarc,375,"oh yeah, i went to see the new movie a couple of weeks ago, it's probably the most interesting film i have seen in a long time. i actually bought the book because of the movie and i am going to read it sometime in the near future. looking forward to it!"
notsarc,376,"oh yeah... that... well... but what a sweet way to go, right ;)"
notsarc,377,then why america instead of britain (oh yeah) americas the more powerful one
